INFO:__main__:Reading the dataset: fish species
INFO:__main__:Pre-training the network: Masked Spectra Modelling
INFO:pre_training:Epoch [1/100], Loss: 0.1422, Val: 0.0079
INFO:pre_training:Epoch [69/100], Loss: 0.0405, Val: 0.0025
INFO:pre_training:Epoch [70/100], Loss: 0.0400, Val: 0.0025
INFO:pre_training:Epoch [71/100], Loss: 0.0397, Val: 0.0025
INFO:pre_training:Epoch [72/100], Loss: 0.0391, Val: 0.0025
INFO:pre_training:Epoch [73/100], Loss: 0.0388, Val: 0.0025
INFO:pre_training:Epoch [74/100], Loss: 0.0382, Val: 0.0025
INFO:pre_training:Epoch [75/100], Loss: 0.0379, Val: 0.0025
INFO:pre_training:Epoch [76/100], Loss: 0.0376, Val: 0.0024
INFO:pre_training:Epoch [77/100], Loss: 0.0370, Val: 0.0024
INFO:pre_training:Epoch [78/100], Loss: 0.0368, Val: 0.0024
INFO:pre_training:Epoch [79/100], Loss: 0.0364, Val: 0.0024
INFO:pre_training:Epoch [80/100], Loss: 0.0359, Val: 0.0024
INFO:pre_training:Epoch [81/100], Loss: 0.0355, Val: 0.0023
INFO:pre_training:Epoch [82/100], Loss: 0.0351, Val: 0.0023
INFO:pre_training:Epoch [83/100], Loss: 0.0348, Val: 0.0023
INFO:pre_training:Epoch [84/100], Loss: 0.0344, Val: 0.0023
INFO:pre_training:Epoch [85/100], Loss: 0.0341, Val: 0.0023
INFO:pre_training:Epoch [86/100], Loss: 0.0337, Val: 0.0023
INFO:pre_training:Epoch [87/100], Loss: 0.0334, Val: 0.0023
INFO:pre_training:Epoch [88/100], Loss: 0.0331, Val: 0.0022
INFO:pre_training:Epoch [89/100], Loss: 0.0328, Val: 0.0023
INFO:pre_training:Epoch [90/100], Loss: 0.0325, Val: 0.0022
INFO:pre_training:Epoch [91/100], Loss: 0.0321, Val: 0.0022
INFO:pre_training:Epoch [92/100], Loss: 0.0317, Val: 0.0022
INFO:pre_training:Epoch [93/100], Loss: 0.0316, Val: 0.0023
INFO:pre_training:Epoch [94/100], Loss: 0.0310, Val: 0.0022
INFO:pre_training:Epoch [95/100], Loss: 0.0308, Val: 0.0022
INFO:pre_training:Epoch [96/100], Loss: 0.0305, Val: 0.0022
INFO:pre_training:Epoch [97/100], Loss: 0.0302, Val: 0.0022
INFO:pre_training:Epoch [98/100], Loss: 0.0300, Val: 0.0022
INFO:pre_training:Epoch [99/100], Loss: 0.0295, Val: 0.0021
INFO:pre_training:Epoch [100/100], Loss: 0.0293, Val: 0.0022
INFO:__main__:Total time taken to pre-train the model: 152.77s
INFO:__main__:Training the network
INFO:train:Epoch 1/100, Train Loss: 0.5630, Train Acc: 0.7772, Val Loss: 0.3689, Val Acc: 0.9565
INFO:train:Epoch 2/100, Train Loss: 0.3064, Train Acc: 0.9759, Val Loss: 0.2329, Val Acc: 1.0000
INFO:train:Epoch 3/100, Train Loss: 0.2229, Train Acc: 0.9955, Val Loss: 0.2310, Val Acc: 1.0000
INFO:train:Epoch 4/100, Train Loss: 0.2127, Train Acc: 1.0000, Val Loss: 0.2218, Val Acc: 1.0000
INFO:train:Epoch 5/100, Train Loss: 0.2081, Train Acc: 1.0000, Val Loss: 0.2267, Val Acc: 1.0000
INFO:train:Epoch 6/100, Train Loss: 0.2071, Train Acc: 1.0000, Val Loss: 0.2332, Val Acc: 1.0000
INFO:train:Epoch 7/100, Train Loss: 0.2060, Train Acc: 1.0000, Val Loss: 0.2308, Val Acc: 1.0000
